"PVWatts: Hourly PV Performance Data"
"Requested Location:","jakarta"
"Location:","SINGAPORE, SINGAPORE"
"Lat (deg N):","1.37"
"Long (deg E):","103.98"
"Elev (m):","16"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","not determined"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","4","2","0","0","25.1","0","0","25.1","0","0"
"3","4","3","0","0","25","0","0","25","0","0"
"3","4","4","0","0","24.9","0","0","24.9","0","0"
"3","4","5","0","0","25","0","0","25","0","0"
"3","4","6","0","0","25","0","0","25","0","0"
"3","4","7","0","5","25","0","4.726","21.913","4.124","0"
"3","4","8","0","54","26","1.5","51.254","25.722","43.929","37.54"
"3","4","9","0","122","27","1","116.309","29.028","98.132","90.637"
"3","4","10","2","182","29","2.1","175.485","32.481","145.6","137.054"
"3","4","11","5","225","30","2.1","219.985","34.837","180.434","171.068"
"3","4","12","6","251","31","2.6","246.741","36.312","200.914","191.047"
"3","4","13","6","257","31","1.5","252.797","37.532","204.6","194.641"
"3","4","14","5","242","31","3.1","236.777","35.863","193.229","183.552"
"3","4","15","4","208","31","2.6","202.387","35.282","165.631","156.619"
"3","4","16","161","309","30.2","1.5","413.266","40.975","327.235","313.959"
"3","4","17","92","201","30","4.1","238.922","34.752","193.614","183.927"
"3","4","18","5","69","28","4.1","67.428","28.713","56.716","50.076"
"3","4","19","0","2","27.7","4.1","1.94","26.649","1.655","0"
"3","4","20","0","0","27","4.1","0","27","0","0"
"3","4","21","0","0","27","3.6","0","27","0","0"
"3","4","22","0","0","26.3","1.5","0","26.3","0","0"
"3","4","23","0","0","26","1","0","26","0","0"
"3","5","0","0","0","25","1","0","25","0","0"
"3","5","1","0","0","25.5","1","0","25.5","0","0"
"3","5","2","0","0","25","1","0","25","0","0"
"3","5","3","0","0","25","1","0","25","0","0"
"3","5","4","0","0","24.9","0.5","0","24.9","0","0"
"3","5","5","0","0","25","1.5","0","25","0","0"
"3","5","6","0","0","25","1","0","25","0","0"
"3","5","7","0","13","25","1","12.306","23.337","10.666","4.906"
"3","5","8","62","125","26","1","143.036","28.655","118.337","110.404"
"3","5","9","122","257","28","2.6","323.021","34.904","262.786","251.318"
"3","5","10","107","406","29","5.1","477.439","37.626","385.662","370.626"
"3","5","11","118","503","30","3.6","597.638","42.905","470.574","452.772"
"3","5","12","210","475","30.5","4.4","673.724","44.314","526.764","506.996"
"3","5","13","210","486","31.1","5.1","688.558","44.31","538.394","518.206"
"3","5","14","211","455","31","6.7","648.001","41.584","513.74","494.437"
"3","5","15","118","460","30","5.7","548.043","39.815","438.195","421.476"
"3","5","16","103","348","30","5.7","408.795","37.179","330.454","317.084"
"3","5","17","101","197","29","4.1","238.606","33.72","194.069","184.371"
"3","5","18","5","68","28","2.1","66.388","28.979","55.765","49.144"
"3","5","19","0","2","27.1","1","1.94","25.524","1.664","0"
"3","5","20","0","0","27","1","0","27","0","0"
"3","5","21","0","0","27","1","0","27","0","0"
"3","5","22","0","0","26.4","1","0","26.4","0","0"
"3","5","23","0","0","26","1","0","26","0","0"
"3","6","0","0","0","26","1","0","26","0","0"
"3","6","1","0","0","26.3","2.6","0","26.3","0","0"
"3","6","2","0","0","26","1.5","0","26","0","0"
"3","6","3","0","0","25.8","1.5","0","25.8","0","0"
"3","6","4","0","0","25.6","1.5","0","25.6","0","0"
"3","6","5","0","0","25","0.5","0","25","0","0"
"3","6","6","0","0","25","0.5","0","25","0","0"
"3","6","7","0","14","26","0.5","13.255","24.095","11.448","5.674"
"3","6","8","63","125","27","1","143.167","29.697","117.808","109.887"
"3","6","9","123","257","28","1.5","323.157","36.065","261.365","249.934"
"3","6","10","107","406","28.5","2.1","476.954","40.29","380.138","365.273"
"3","6","11","117","503","29","3.1","596.179","42.511","470.373","452.577"
"3","6","12","211","475","30","2.6","673.93","46.362","521.344","501.771"
"3","6","13","210","487","30.2","3.6","688.72","45.443","535.368","515.289"
"3","6","14","210","455","31","5.1","646.224","43.431","507.502","488.42"
"3","6","15","117","460","31","4.6","546.566","42.123","431.914","415.402"
"3","6","16","103","347","29.8","4.6","407.231","37.934","327.933","314.637"
"3","6","17","101","196","29","4.1","237.156","33.686","192.876","183.207"
"3","6","18","4","68","28","3.6","66.119","28.731","55.656","49.036"
"3","6","19","0","2","27","3.6","1.94","25.88","1.661","0"
"3","6","20","0","0","26.5","2.3","0","26.5","0","0"
"3","6","21","0","0","26","1","0","26","0","0"
"3","6","22","0","0","26.1","1.5","0","26.1","0","0"
"3","6","23","0","0","27","1.5","0","27","0","0"
"3","7","0","0","0","26.6","2.5","0","26.6","0","0"
"3","7","1","0","0","26.3","3.6","0","26.3","0","0"
"3","7","2","0","0","26.1","2.7","0","26.1","0","0"
"3","7","3","0","0","25.8","1.9","0","25.8","0","0"
"3","7","4","0","0","25.6","1","0","25.6","0","0"
"3","7","5","0","0","26","0","0","26","0","0"
"3","7","6","0","0","26","0","0","26","0","0"
"3","7","7","0","14","25.7","0","13.255","23.044","11.504","5.729"
"3","7","8","206","125","28","1","195.711","32.383","154.064","145.323"
"3","7","9","551","168","29","2.6","480.845","39.835","375.431","360.712"
"3","7","10","744","175","29.3","2.1","737.628","47.957","562.099","541.039"
"3","7","11","829","175","30","3.6","913.016","50.097","691.578","665.424"
"3","7","12","880","161","30.7","3.9","1006.714","52.506","753.654","724.854"
"3","7","13","878","170","31.4","4.1","1033.967","53.549","769.797","740.288"
"3","7","14","35","215","32","5.1","241.548","37.287","195.716","185.977"
"3","7","15","4","208","31","4.6","202.253","34.482","166.175","157.15"
"3","7","16","0","157","30.4","4.6","149.854","32.733","124.19","116.128"
"3","7","17","0","91","30","5.1","86.575","30.879","72.397","65.44"
"3","7","18","0","26","28","4.6","24.635","27.508","20.936","14.986"
"3","7","19","0","1","27","2.6","0.97","25.625","0.832","0"
"3","7","20","0","0","27","1.5","0","27","0","0"
"3","7","21","0","0","26","1","0","26","0","0"
"3","7","22","0","0","26.4","1.5","0","26.4","0","0"
"3","7","23","0","0","26","3.1","0","26","0","0"
"3","8","0","0","0","26","1.5","0","26","0","0"
"3","8","1","0","0","25.9","1","0","25.9","0","0"
"3","8","2","0","0","26","1","0","26","0","0"
"3","8","3","0","0","25","0","0","25","0","0"
"3","8","4","0","0","25","0.5","0","25","0","0"
"3","8","5","0","0","25","0.5","0","25","0","0"
"3","8","6","0","0","25","1.5","0","25","0","0"
"3","8","7","0","14","25.4","1.5","13.255","23.97","11.454","5.68"
"3","8","8","64","126","26.7","2.8","144.087","28.804","119.035","111.087"
"3","8","9","122","259","28","4.1","323.724","33.989","264.518","253.002"
"3","8","10","107","408","29.5","2.6","477.962","40.594","380.345","365.474"
"3","8","11","118","504","31","3.6","596.887","43.888","467.605","449.903"
"3","8","12","209","476","31","3.1","671.44","46.436","519.213","499.715"
"3","8","13","210","487","31.5","2.6","687.023","48.326","526.039","506.297"
"3","8","14","210","455","31","5.1","644.493","43.396","506.225","487.188"
"3","8","15","118","460","31","5.1","546.056","41.464","432.947","416.401"
"3","8","16","104","347","30","3.6","406.73","38.931","325.853","312.617"
"3","8","17","101","196","29","5.7","236.231","32.855","192.835","183.168"
"3","8","18","4","67","28","5.1","65.041","28.55","54.791","48.189"
"3","8","19","0","2","27","4.6","1.94","25.978","1.66","0"
"3","8","20","0","0","27","3.1","0","27","0","0"
"3","8","21","0","0","26","2.1","0","26","0","0"
"3","8","22","0","0","26","2.6","0","26","0","0"
"3","8","23","0","0","26","2.6","0","26","0","0"
"3","9","0","0","0","26","1","0","26","0","0"
"3","9","1","0","0","25.3","1.5","0","25.3","0","0"
"3","9","2","0","0","25","1","0","25","0","0"
"3","9","3","0","0","25","1","0","25","0","0"
"3","9","4","0","0","24.9","0.5","0","24.9","0","0"
"3","9","5","0","0","24.9","0.7","0","24.9","0","0"
"3","9","6","0","0","25","1","0","25","0","0"
"3","9","7","0","14","24.9","1","13.254","23.263","11.492","5.717"
"3","9","8","0","56","27","2.1","53.158","26.88","45.312","38.896"
"3","9","9","0","124","28","3.1","118.158","29.565","99.436","91.913"
"3","9","10","2","184","29.1","3.6","177.254","32.077","147.357","138.771"
"3","9","11","5","227","30","3.6","221.687","34.107","182.483","173.068"
"3","9","12","6","253","31","4.1","248.402","35.599","202.983","193.064"
"3","9","13","6","258","31.3","4.1","253.482","36.063","206.658","196.648"
"3","9","14","741","286","32","4.1","978.786","51.697","735.726","707.704"
"3","9","15","897","104","32","4.6","840.259","49.509","636.983","613.046"
"3","9","16","768","118","30.8","5.1","626.431","43.086","485.355","467.045"
"3","9","17","455","146","30","4.6","353.245","37.19","273.8","262.032"
"3","9","18","88","72","28","5.7","90.26","29.117","71.48","64.542"
"3","9","19","0","2","27.3","4.1","1.94","26.283","1.658","0"
"3","9","20","0","0","27","3.1","0","27","0","0"
"3","9","21","0","0","27","2.1","0","27","0","0"
"3","9","22","0","0","26.4","2.6","0","26.4","0","0"
"3","9","23","0","0","26","3.1","0","26","0","0"
"3","10","0","0","0","26","4.1","0","26","0","0"
"3","10","1","0","0","25.3","1.5","0","25.3","0","0"
"3","10","2","0","0","25.1","1","0","25.1","0","0"
"3","10","3","0","0","24.9","0.5","0","24.9","0","0"
"3","10","4","0","0","24.7","0","0","24.7","0","0"
"3","10","5","0","0","24","0","0","24","0","0"
"3","10","6","0","0","24","0","0","24","0","0"
"3","10","7","0","20","24.8","0","18.955","22.344","16.504","10.637"
"3","10","8","163","151","27","0","203.542","33.253","161.574","152.658"
"3","10","9","459","187","28","2.1","446.068","38.663","351.105","337.124"
"3","10","10","506","262","28.9","2.1","641.701","45.125","496.96","478.248"
"3","10","11","532","326","31","2.1","797.917","51.506","600.053","577.559"
"3","10","12","548","357","31","1.5","886.365","56.075","650.805","626.317"
"3","10","13","543","372","31.5","2.6","904.786","53.793","672.739","647.362"
"3","10","14","689","293","31","3.1","935.437","52.864","698.725","672.273"
"3","10","15","814","159","31","5.1","828.21","47.241","635.55","611.67"
"3","10","16","783","111","30.7","5.1","626.843","42.974","485.685","467.365"
"3","10","17","570","111","30","4.6","370.013","37.529","283.558","271.523"
"3","10","18","161","71","28","4.1","105.64","29.795","80.316","73.196"
"3","10","19","0","2","27.3","3.1","1.94","26.235","1.658","0"
"3","10","20","0","0","27","3.6","0","27","0","0"
"3","10","21","0","0","27","2.6","0","27","0","0"
"3","10","22","0","0","26.5","1.5","0","26.5","0","0"
"3","10","23","0","0","27","1.5","0","27","0","0"
"3","11","0","0","0","26.6","1.5","0","26.6","0","0"
"3","11","1","0","0","26.3","1.5","0","26.3","0","0"
"3","11","2","0","0","26.2","1.2","0","26.2","0","0"
"3","11","3","0","0","26","0.8","0","26","0","0"
"3","11","4","0","0","25.9","0.5","0","25.9","0","0"
"3","11","5","0","0","25.4","0.7","0","25.4","0","0"
"3","11","6","0","0","25","1","0","25","0","0"
"3","11","7","0","22","26","1","20.857","24.661","17.966","12.071"
"3","11","8","226","152","27","2.6","224.981","31.17","178.488","169.169"
"3","11","9","614","149","29","4.1","495.814","38.77","388.215","373.099"
"3","11","10","698","186","29.3","3.1","709.967","45.384","548.32","527.769"
"3","11","11","682","255","30","3.6","859.738","48.927","655.34","630.669"
"3","11","12","615","332","31","3.1","922.887","52.498","690.946","664.818"
"3","11","13","546","368","31.8","3.6","902.231","51.993","677.395","651.827"
"3","11","14","634","327","32","3.1","914.972","53.39","681.501","655.764"
"3","11","15","762","187","32","3.6","813.127","50.316","613.954","590.923"
"3","11","16","750","126","31","4.6","618.285","43.843","477.019","458.996"
"3","11","17","558","113","30","5.7","364.785","36.484","280.946","268.982"
"3","11","18","157","70","29","5.7","103.131","30.389","78.173","71.097"
"3","11","19","0","2","27.6","4.1","1.94","26.618","1.655","0"
"3","11","20","0","0","27","3.6","0","27","0","0"
