"PVWatts: Hourly PV Performance Data"
"Requested Location:","jakarta"
"Location:","SINGAPORE, SINGAPORE"
"Lat (deg N):","1.37"
"Long (deg E):","103.98"
"Elev (m):","16"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","not determined"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","7","4","0","0","25","0","0","25","0","0"
"1","7","5","0","0","25.2","1.4","0","25.2","0","0"
"1","7","6","0","0","25.5","2.7","0","25.5","0","0"
"1","7","7","0","16","25.7","4.1","15.154","24.74","13.048","7.245"
"1","7","8","66","125","26.8","4.6","155.458","28.824","129.227","121.053"
"1","7","9","124","248","27.8","5.2","335.746","33.368","275.901","264.076"
"1","7","10","109","384","28.9","5.7","477.428","37.003","387.052","371.973"
"1","7","11","121","470","29.8","5.3","589.149","40.565","469.524","451.757"
"1","7","12","121","523","30.7","5","651.979","43.224","512.669","493.404"
"1","7","13","216","444","31.6","4.6","674.561","45.294","524.785","505.088"
"1","7","14","121","492","31","5.6","615.285","42.19","486.356","468.013"
"1","7","15","93","431","30.4","6.7","517.469","38.753","416.069","400.07"
"1","7","16","101","305","29.8","7.7","380.086","35.26","310.298","297.511"
"1","7","17","88","166","28","7.2","212.58","30.884","175.722","166.469"
"1","7","18","0","46","27.3","6.1","44.706","27.368","38.02","31.746"
"1","7","19","0","0","26.6","5.1","0","26.6","0","0"
"1","7","20","0","0","26.4","4.6","0","26.4","0","0"
"1","7","21","0","0","26.1","4.1","0","26.1","0","0"
"1","7","22","0","0","25.9","3.6","0","25.9","0","0"
"1","7","23","0","0","25.6","2.9","0","25.6","0","0"
"1","8","0","0","0","25.4","2.2","0","25.4","0","0"
"1","8","1","0","0","25.1","1.5","0","25.1","0","0"
"1","8","2","0","0","24.8","1.9","0","24.8","0","0"
"1","8","3","0","0","24.6","2.2","0","24.6","0","0"
"1","8","4","0","0","24.3","2.6","0","24.3","0","0"
"1","8","5","0","0","24.4","2.4","0","24.4","0","0"
"1","8","6","0","0","24.6","2.3","0","24.6","0","0"
"1","8","7","0","16","24.7","2.1","15.154","23.443","13.128","7.323"
"1","8","8","118","127","26.1","3.3","183.869","29.011","151.435","142.755"
"1","8","9","312","221","27.6","4.5","430.664","35.626","348.148","334.255"
"1","8","10","485","263","29","5.7","671.932","40.724","533.51","513.499"
"1","8","11","596","287","29.7","6.2","860.539","44.383","672.258","646.901"
"1","8","12","675","286","30.3","6.7","982.069","46.516","759.135","730.095"
"1","8","13","742","252","31","7.2","1022.2","47.281","787.022","756.746"
"1","8","14","773","199","30.8","7.2","959.744","46.142","743.129","714.787"
"1","8","15","727","183","30.7","7.2","821.752","43.817","642.775","618.609"
"1","8","16","662","140","30.5","7.2","618.1","40.276","488.245","469.836"
"1","8","17","496","109","29.3","7","370.475","35.053","292.336","280.056"
