"PVWatts: Hourly PV Performance Data"
"Requested Location:","cairo"
"Location:","CAIRO, EGYPT"
"Lat (deg N):","30.13"
"Long (deg E):","31.4"
"Elev (m):","74"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","not determined"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","4","17","0","0","14.7","2.1","0","14.7","0","0"
"1","4","18","0","0","15","3.6","0","15","0","0"
"1","4","19","0","0","14.9","1.5","0","14.9","0","0"
"1","4","20","0","0","14","1","0","14","0","0"
"1","4","21","0","0","13","0.5","0","13","0","0"
"1","4","22","0","0","12","0.7","0","12","0","0"
"1","4","23","0","0","12.5","0.8","0","12.5","0","0"
"1","5","0","0","0","13","1","0","13","0","0"
"1","5","1","0","0","13","1","0","13","0","0"
"1","5","2","0","0","13","1","0","13","0","0"
"1","5","3","0","0","13.1","2.1","0","13.1","0","0"
"1","5","4","0","0","13.3","2.6","0","13.3","0","0"
"1","5","5","0","0","13","3.1","0","13","0","0"
"1","5","6","0","0","13","3.1","0","13","0","0"
"1","5","7","0","38","13","2.6","37.982","12.112","34.643","28.434"
"1","5","8","14","125","14","2.6","133.984","15.714","119.897","111.93"
"1","5","9","19","185","14","3.6","198.727","17.267","176.913","167.632"
"1","5","10","10","212","14.3","4.6","219.342","17.75","195.017","185.295"
"1","5","11","11","237","16","5.1","246.031","19.811","216.721","206.457"
"1","5","12","11","236","16","5.1","244.959","19.833","215.754","205.515"
"1","5","13","5","213","16.6","5.7","216.573","19.665","190.901","181.281"
"1","5","14","3","163","16.3","5.4","164.188","18.442","145.522","136.978"
"1","5","15","0","95","16","5.1","93.71","16.764","83.71","76.519"
"1","5","16","0","23","13.1","1.5","21.796","11.924","19.896","13.966"
"1","5","17","0","0","13","1.5","0","13","0","0"
"1","5","18","0","0","13","2.6","0","13","0","0"
"1","5","19","0","0","12.6","2.6","0","12.6","0","0"
"1","5","20","0","0","13","3.1","0","13","0","0"
"1","5","21","0","0","13","3.1","0","13","0","0"
"1","5","22","0","0","13","3.6","0","13","0","0"
"1","5","23","0","0","12","4.6","0","12","0","0"
"1","6","0","0","0","13","5.7","0","13","0","0"
"1","6","1","0","0","12","4.6","0","12","0","0"
"1","6","2","0","0","12","4.1","0","12","0","0"
