"PVWatts: Hourly PV Performance Data"
"Requested Location:","sau paolo"
"Location:","SAO PAULO/CONGONHAS, BRAZIL"
"Lat (deg S):","23.62"
"Long (deg W):","46.65"
"Elev (m):","803"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","not determined"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","16","125","166","14.7","5.1","235.265","18.322","206.332","196.33"
"1","2","17","64","138","14","3","164.144","16.907","144.149","135.637"
"1","2","18","24","26","14.3","2.8","31.141","13.76","26.857","20.796"
"1","2","19","0","0","14.7","2.7","0","14.7","0","0"
"1","2","20","0","0","15","2.5","0","15","0","0"
"1","2","21","0","0","15","4.1","0","15","0","0"
"1","2","22","0","0","15","0","0","15","0","0"
"1","2","23","0","0","15","0","0","15","0","0"
"1","3","0","0","0","14","0","0","14","0","0"
"1","3","1","0","0","14","6.1","0","14","0","0"
"1","3","2","0","0","14","2","0","14","0","0"
"1","3","3","0","0","14","0","0","14","0","0"
"1","3","4","0","0","14","0","0","14","0","0"
"1","3","5","2","10","15","4.1","9.827","13.749","8.784","3.059"
"1","3","6","58","96","15","5.1","116.967","15.953","102.246","94.663"
"1","3","7","116","156","15","4.1","214.615","18.429","187.414","177.88"
"1","3","8","75","387","16","2","428.918","26.434","365.58","351.162"
"1","3","9","188","295","16.5","2.5","435.934","27.041","370.526","355.957"
"1","3","10","114","371","17","3","460.835","27.522","391.456","376.239"
