"PVWatts: Hourly PV Performance Data"
"Requested Location:","istanbul"
"Location:","ISTANBUL, TURKEY"
"Lat (deg N):","40.97"
"Long (deg E):","28.82"
"Elev (m):","37"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.10"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","13","7","0","57","17","3.6","54.578","16.693","48.769","42.286"
"10","13","8","1","134","17.5","1.8","131.916","19.463","116.38","108.491"
"10","13","9","10","201","18","0","206.145","25.271","176.986","167.704"
"10","13","10","14","248","19","3","258.426","24.145","223.101","212.675"
"10","13","11","15","271","18","5.1","283.624","22.627","246.615","235.578"
"10","13","12","15","267","18","3","279.389","23.837","241.564","230.659"
"10","13","13","13","236","18.8","2.6","244.999","24.066","211.577","201.443"
"10","13","14","18","203","19","2.5","214.153","23.461","185.326","175.842"
"10","13","15","8","139","19","1.7","141.909","21.914","123.612","115.563"
"10","13","16","0","51","19","1","49.367","19.063","43.64","37.257"
"10","13","17","0","3","19","1","2.91","17.023","2.596","0"
"10","13","18","0","0","17","2.5","0","17","0","0"
"10","13","19","0","0","17","2.5","0","17","0","0"
"10","13","20","0","0","16","1.5","0","16","0","0"
"10","13","21","0","0","16","2","0","16","0","0"
"10","13","22","0","0","15.6","2.1","0","15.6","0","0"
"10","13","23","0","0","15","1","0","15","0","0"
"10","14","0","0","0","15.2","0.5","0","15.2","0","0"
"10","14","1","0","0","15.5","0","0","15.5","0","0"
"10","14","2","0","0","16","1","0","16","0","0"
"10","14","3","0","0","17","4.1","0","17","0","0"
"10","14","4","0","0","17","5.6","0","17","0","0"
"10","14","5","0","0","17","4.1","0","17","0","0"
"10","14","6","0","12","17","4.1","11.362","15.758","10.196","4.445"
"10","14","7","160","83","17.8","4.1","146.876","19.566","122.704","114.675"
"10","14","8","341","150","18.9","5.1","352.313","24.688","296.897","284.489"
"10","14","9","508","168","20","6.1","557.51","29.059","466.627","448.959"
"10","14","10","593","179","20.2","5.1","704.219","33.412","580.081","558.349"
"10","14","11","593","205","20","5.1","762.308","34.548","625.326","601.85"
"10","14","12","593","201","20","5.1","751.673","34.437","616.81","593.668"
"10","14","13","557","186","21.4","4.1","661.302","35.669","538.216","518.034"
"10","14","14","514","150","21","4.1","517.17","32.069","425.006","408.719"
"10","14","15","380","111","21","2","313.992","29.363","255.186","243.921"
"10","14","16","94","61","21","2","90.794","22.739","74.233","67.238"
"10","14","17","0","4","19","2","3.879","17.542","3.453","0"
"10","14","18","0","0","18","1","0","18","0","0"
"10","14","19","0","0","17.1","2.6","0","17.1","0","0"
"10","14","20","0","0","17","2.5","0","17","0","0"
"10","14","21","0","0","18","1","0","18","0","0"
"10","14","22","0","0","18","3","0","18","0","0"
"10","14","23","0","0","19","5.1","0","19","0","0"
"10","15","0","0","0","18","4.1","0","18","0","0"
"10","15","1","0","0","18","4.6","0","18","0","0"
"10","15","2","0","0","18","4.1","0","18","0","0"
"10","15","3","0","0","18","6.1","0","18","0","0"
"10","15","4","0","0","18","6.6","0","18","0","0"
"10","15","5","0","0","18","7.2","0","18","0","0"
"10","15","6","0","13","18","6.1","12.313","17.066","10.984","5.218"
"10","15","7","196","79","18.8","5.1","154.53","20.543","127.302","119.17"
"10","15","8","409","138","20","6.6","382.372","25.49","320.192","307.121"
"10","15","9","611","139","20","6.6","601.412","29.396","502.026","483.137"
"10","15","10","718","132","22","5.6","753.505","35.473","614.136","591.098"
"10","15","11","615","188","23","6.1","765.415","36.207","622.685","599.313"
"10","15","12","429","260","23","7.2","673.559","33.473","555.464","534.651"
"10","15","13","290","259","23.2","6.2","520.08","31.968","431.534","415.034"
"10","15","14","169","222","23","3.6","351.75","30.638","292.802","280.51"
"10","15","15","80","137","22.5","3.9","179.972","25.824","152.154","143.457"
"10","15","16","0","46","22","4.1","44.397","21.955","38.728","32.44"
"10","15","17","0","2","22","4.1","1.94","20.746","1.701","0"
"10","15","18","0","0","21","1.5","0","21","0","0"
"10","15","19","0","0","20.6","3.6","0","20.6","0","0"
"10","15","20","0","0","21","5.1","0","21","0","0"
"10","15","21","0","0","21","5.6","0","21","0","0"
"10","15","22","0","0","20.6","6.2","0","20.6","0","0"
"10","15","23","0","0","20","5.1","0","20","0","0"
"10","16","0","0","0","20","6.1","0","20","0","0"
"10","16","1","0","0","20","5.1","0","20","0","0"
"10","16","2","0","0","20","6.6","0","20","0","0"
"10","16","3","0","0","19.8","5.9","0","19.8","0","0"
"10","16","4","0","0","19.7","5.1","0","19.7","0","0"
"10","16","5","0","0","20","6.6","0","20","0","0"
"10","16","6","0","9","20","5.6","8.516","18.973","7.531","1.829"
"10","16","7","1","75","20.8","5.1","74.079","21.009","64.86","58.056"
"10","16","8","137","164","21","5.1","250.585","24.738","213.089","202.917"
"10","16","9","316","220","22","5.1","469.022","30.242","391.061","375.856"
"10","16","10","544","203","22.8","5.1","683.836","35.507","557.513","536.623"
"10","16","11","232","310","23","6.1","540.821","32.229","448.942","431.868"
"10","16","12","154","322","24","5.1","485.449","33.042","401.434","385.903"
"10","16","13","82","263","24","4.1","340.51","30.978","284.293","272.237"
