"PVWatts: Hourly PV Performance Data"
"Requested Location:","stockholm"
"Location:","STOCKHOLM/ARLANDA, SWEDEN"
"Lat (deg N):","59.65"
"Long (deg E):","17.95"
"Elev (m):","61"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","not determined"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","13","112","31","1.6","6.9","94.594","2.095","85.83","78.595"
"1","2","14","0","11","1.3","7","10.668","0.384","10.236","4.485"
"1","2","15","0","0","1","7.2","0","1","0","0"
"1","2","16","0","0","0.9","7.5","0","0.9","0","0"
"1","2","17","0","0","0.7","7.9","0","0.7","0","0"
"1","2","18","0","0","0.6","8.2","0","0.6","0","0"
"1","2","19","0","0","0.6","8.9","0","0.6","0","0"
"1","2","20","0","0","0.6","9.6","0","0.6","0","0"
"1","2","21","0","0","0.6","10.3","0","0.6","0","0"
"1","2","22","0","0","0.8","8.4","0","0.8","0","0"
"1","2","23","0","0","0.9","6.5","0","0.9","0","0"
"1","3","0","0","0","1.1","4.6","0","1.1","0","0"
"1","3","1","0","0","0.9","4.4","0","0.9","0","0"
"1","3","2","0","0","0.6","4.3","0","0.6","0","0"
"1","3","3","0","0","0.4","4.1","0","0.4","0","0"
"1","3","4","0","0","0.6","4.8","0","0.6","0","0"
"1","3","5","0","0","0.9","5.5","0","0.9","0","0"
"1","3","6","0","0","1.1","6.2","0","1.1","0","0"
"1","3","7","0","0","0.9","7.2","0","0.9","0","0"
"1","3","8","0","0","0.8","8.3","0","0.8","0","0"
"1","3","9","0","5","0.6","9.3","4.759","-0.316","4.58","0"
"1","3","10","0","19","1.1","8.4","18.123","0.313","17.394","11.511"
"1","3","11","0","35","1.6","7.6","34.539","1.02","33.052","26.873"
"1","3","12","0","40","2.1","6.7","41.532","1.603","39.645","33.34"
"1","3","13","0","30","1.7","7.2","31.541","1.075","30.175","24.051"
"1","3","14","0","9","1.4","7.7","8.729","0.447","8.373","2.655"
"1","3","15","0","0","1","8.2","0","1","0","0"
"1","3","16","0","0","1","8.2","0","1","0","0"
"1","3","17","0","0","1","8.2","0","1","0","0"
"1","3","18","0","0","1","8.2","0","1","0","0"
"1","3","19","0","0","1","7.9","0","1","0","0"
"1","3","20","0","0","1","7.5","0","1","0","0"
"1","3","21","0","0","1","7.2","0","1","0","0"
"1","3","22","0","0","1.4","6.9","0","1.4","0","0"
"1","3","23","0","0","1.7","6.5","0","1.7","0","0"
"1","4","0","0","0","2.1","6.2","0","2.1","0","0"
"1","4","1","0","0","1.4","5","0","1.4","0","0"
"1","4","2","0","0","0.8","3.8","0","0.8","0","0"
"1","4","3","0","0","0.1","2.6","0","0.1","0","0"
"1","4","4","0","0","-0.3","3.1","0","-0.3","0","0"
"1","4","5","0","0","-0.7","3.6","0","-0.7","0","0"
"1","4","6","0","0","-1.1","4.1","0","-1.1","0","0"
"1","4","7","0","0","-1.4","3.8","0","-1.4","0","0"
"1","4","8","0","0","-1.8","3.4","0","-1.8","0","0"
"1","4","9","0","12","-2.1","3.1","11.446","-3.777","11.175","5.406"
"1","4","10","207","26","-2.4","2.8","140.032","-0.76","127.561","119.423"
"1","4","11","208","48","-2.6","2.4","176.059","0.532","162.482","153.544"
"1","4","12","170","51","-2.9","2.1","154.308","-0.098","143.045","134.558"
"1","4","13","126","32","-3.5","1.9","101.609","-2.223","93.729","86.328"
"1","4","14","0","13","-4.2","1.7","12.608","-5.824","12.414","6.622"
"1","4","15","0","0","-4.8","1.5","0","-4.8","0","0"
"1","4","16","0","0","-5.1","1.7","0","-5.1","0","0"
"1","4","17","0","0","-5.5","1.9","0","-5.5","0","0"
"1","4","18","0","0","-5.8","2.1","0","-5.8","0","0"
"1","4","19","0","0","-5.9","2.1","0","-5.9","0","0"
"1","4","20","0","0","-6.1","2.1","0","-6.1","0","0"
"1","4","21","0","0","-6.2","2.1","0","-6.2","0","0"
"1","4","22","0","0","-6.2","2.3","0","-6.2","0","0"
"1","4","23","0","0","-6.3","2.4","0","-6.3","0","0"
"1","5","0","0","0","-6.3","2.6","0","-6.3","0","0"
"1","5","1","0","0","-6.4","2.2","0","-6.4","0","0"
"1","5","2","0","0","-6.5","1.9","0","-6.5","0","0"
"1","5","3","0","0","-6.6","1.5","0","-6.6","0","0"
"1","5","4","0","0","-6.4","1.7","0","-6.4","0","0"
"1","5","5","0","0","-6.3","1.9","0","-6.3","0","0"
"1","5","6","0","0","-6.1","2.1","0","-6.1","0","0"
"1","5","7","0","0","-5.8","2.1","0","-5.8","0","0"
"1","5","8","0","0","-5.6","2.1","0","-5.6","0","0"
"1","5","9","0","22","-5.3","2.1","23.974","-6.909","23.71","17.708"
"1","5","10","38","50","-4.9","2.1","83.658","-4.695","80.603","73.477"
"1","5","11","249","45","-4.4","2.1","191.046","-0.901","176.709","167.433"
"1","5","12","175","52","-4","2.1","158.136","-1.028","147.181","138.599"
"1","5","13","133","33","-4.4","1.9","105.999","-2.977","98.062","90.569"
"1","5","14","0","13","-4.9","1.7","12.608","-6.509","12.449","6.656"
"1","5","15","0","0","-5.3","1.5","0","-5.3","0","0"
"1","5","16","0","0","-5.6","1.5","0","-5.6","0","0"
"1","5","17","0","0","-5.8","1.5","0","-5.8","0","0"
"1","5","18","0","0","-6.1","1.5","0","-6.1","0","0"
"1","5","19","0","0","-5.5","2","0","-5.5","0","0"
"1","5","20","0","0","-4.8","2.6","0","-4.8","0","0"
"1","5","21","0","0","-4.2","3.1","0","-4.2","0","0"
